FILENAME,NAME,NAME_OVERRIDE,GAME,UID,LOD,PORTAL,TAG,TAG_HUMAN,IS_HUB,IS_SPHERE,MANUAL,IS_SUBAREA,IS_FIRST_OCCURRENCE,COUNT,DATA_MD5
s2-1_020-n.TW.obj,Idol Springs,,s2,20,1,,TW,TEXTURES_WATER,FALSE,,,FALSE,TRUE,1,10d189b1d7ad2040e290417fddc454d6
s2-1_022-n.F.obj,Colossus,,s2,22,1,,F,COLORS,FALSE,,,FALSE,TRUE,1,9e5108530003cc3328c58416a93d7d22
s2-1_022-n.L.obj,Colossus,,s2,22,1,,L,LOWPOLY,FALSE,,,FALSE,TRUE,1,f23fac08371bbe3bd14d135fc0be1304
s2-1_022-n.M.obj,Colossus,,s2,22,1,,M,LIGHTSHADE,FALSE,,,FALSE,TRUE,1,b626b5e5efffb57401929aa6f2fe3195
s2-1_022-n.MW.obj,Colossus,,s2,22,1,,MW,LIGHTSHADE_WATER,FALSE,,,FALSE,TRUE,1,d3a687488f426690afd828d3b81ff43e
s2-1_022-n.S.obj,Colossus,Colossus,s2,22,1,,S,SKY,FALSE,FALSE,FALSE,FALSE,TRUE,1,f9bd201e293de6e56fd53bf86818f542
s2-1_022-n.T.obj,Colossus,,s2,22,1,,T,TEXTURES,FALSE,,,FALSE,TRUE,1,1186039023867321826b8f415ced8e42
s2-1_022-n.TW.obj,Colossus,,s2,22,1,,TW,TEXTURES_WATER,FALSE,,,FALSE,TRUE,1,2b985745adf9cdfba409713c36be7058
s2-1_024-n.F.obj,Hurricos,,s2,24,1,,F,COLORS,FALSE,,,FALSE,TRUE,1,0d30c573548dae4d8a8fe70b53bb7983
s2-1_024-n.L.obj,Hurricos,,s2,24,1,,L,LOWPOLY,FALSE,,,FALSE,TRUE,1,f8f7246a348d906db4ab35b0776568b0
s2-1_024-n.M.obj,Hurricos,,s2,24,1,,M,LIGHTSHADE,FALSE,,,FALSE,TRUE,1,5e9cb0db73517d76a5664977c3745b05
s2-1_024-n.MW.obj,Hurricos,,s2,24,1,,MW,LIGHTSHADE_WATER,FALSE,,,FALSE,TRUE,1,abbc576c048174672bfaa91113293c77
s2-1_024-n.S.obj,Hurricos,Hurricos,s2,24,1,,S,SKY,FALSE,FALSE,TRUE,FALSE,TRUE,2,a80dfe5a600c8909b2b28dfe99a0d749
s2-1_024-n.T.obj,Hurricos,,s2,24,1,,T,TEXTURES,FALSE,,,FALSE,TRUE,1,19bbeca217f7f3ef4fc6c1fd93274002
s2-1_024-n.TW.obj,Hurricos,,s2,24,1,,TW,TEXTURES_WATER,FALSE,,,FALSE,TRUE,1,c80eaefc4a7ca6cd3f89090ce4908b25
s2-1_026-n.F.obj,Aquaria Towers,,s2,26,1,,F,COLORS,FALSE,,,FALSE,TRUE,1,1277225cbafef32d438fe443ee297bab
s2-1_026-n.L.obj,Aquaria Towers,,s2,26,1,,L,LOWPOLY,FALSE,,,FALSE,TRUE,1,544c65c7a161130b331fd2f4d867f97b
s2-1_026-n.M.obj,Aquaria Towers,,s2,26,1,,M,LIGHTSHADE,FALSE,,,FALSE,TRUE,1,97e34137c8b3d8180768aa51ac7a3eac
s2-1_026-n.MW.obj,Aquaria Towers,,s2,26,1,,MW,LIGHTSHADE_WATER,FALSE,,,FALSE,TRUE,1,4124e310bc63a1514a29f87dbdde6b2f
s2-1_026-n.S.obj,Aquaria Towers,Aquaria Towers,s2,26,1,,S,SKY,FALSE,FALSE,FALSE,FALSE,TRUE,2,490517ec1f693255d37cbda0b9ab2d72
s2-1_026-n.T.obj,Aquaria Towers,,s2,26,1,,T,TEXTURES,FALSE,,,FALSE,TRUE,1,a3fd48f00c5e3a7dd21abdca4601473a
s2-1_026-n.TW.obj,Aquaria Towers,,s2,26,1,,TW,TEXTURES_WATER,FALSE,,,FALSE,TRUE,1,9f549506fc3334791e7454058a9dc84c
s2-1_028-n.F.obj,Sunny Beach,,s2,28,1,,F,COLORS,FALSE,,,FALSE,TRUE,1,ed66747d1181723ffd0c1cac52e68965
s2-1_028-n.L.obj,Sunny Beach,,s2,28,1,,L,LOWPOLY,FALSE,,,FALSE,TRUE,1,a66fa9b0099759023ff5e110b898ca3d
s2-1_028-n.M.obj,Sunny Beach,,s2,28,1,,M,LIGHTSHADE,FALSE,,,FALSE,TRUE,1,581fcbe0545edfb626c89015f5a1f6cf
s2-1_028-n.MW.obj,Sunny Beach,,s2,28,1,,MW,LIGHTSHADE_WATER,FALSE,,,FALSE,TRUE,1,9c136330d852732264b783218bd0552c
s2-1_028-n.S.obj,Sunny Beach,Sunny Beach,s2,28,1,,S,SKY,FALSE,FALSE,TRUE,FALSE,TRUE,1,57adc1a2c88f5fb0ee04cdf3890e3894
s2-1_028-n.T.obj,Sunny Beach,,s2,28,1,,T,TEXTURES,FALSE,,,FALSE,TRUE,1,89e385c6ec020d0daa6bfba5a0c572e3
s2-1_028-n.TW.obj,Sunny Beach,,s2,28,1,,TW,TEXTURES_WATER,FALSE,,,FALSE,TRUE,1,1b0d1b2df700975e41e69b9954836b98
s2-1_030-n.F.obj,Ocean Speedway,,s2,30,1,,F,COLORS,FALSE,,,FALSE,TRUE,1,ba6e19a124ce83f4d7d331461cfda93e
s2-1_030-n.L.obj,Ocean Speedway,,s2,30,1,,L,LOWPOLY,FALSE,,,FALSE,TRUE,1,c49d1e05f932ce4c5d4b28cd946b07f5
s2-1_030-n.M.obj,Ocean Speedway,,s2,30,1,,M,LIGHTSHADE,FALSE,,,FALSE,TRUE,1,cb22d0e372f677dc529611532ec823b6
s2-1_030-n.MW.obj,Ocean Speedway,,s2,30,1,,MW,LIGHTSHADE_WATER,FALSE,,,FALSE,TRUE,1,e0adea65955beb49ebd06b2ae8e66c5c
s2-1_030-n.S.obj,Ocean Speedway,Ocean Speedway,s2,30,1,,S,SKY,FALSE,FALSE,TRUE,FALSE,TRUE,5,52ab085fe4dd5262b61a2dce7dd2254b
s2-1_030-n.T.obj,Ocean Speedway,,s2,30,1,,T,TEXTURES,FALSE,,,FALSE,TRUE,1,3a078d7e7e686d33cfb8630eb53e6d1b
s2-1_030-n.TW.obj,Ocean Speedway,,s2,30,1,,TW,TEXTURES_WATER,FALSE,,,FALSE,TRUE,1,b7b26cee2902a5d51bcd19f0d0dff00e
s2-1_032-n.F.obj,Crush's Dungeon,,s2,32,1,,F,COLORS,FALSE,,,FALSE,TRUE,1,003ceac1c9c54c0315126f3cf72d4039
s2-1_032-n.L.obj,Crush's Dungeon,,s2,32,1,,L,LOWPOLY,FALSE,,,FALSE,TRUE,1,3ca17f5f0d044da0d021ab480d48663b
s2-1_032-n.M.obj,Crush's Dungeon,,s2,32,1,,M,LIGHTSHADE,FALSE,,,FALSE,TRUE,1,4f242c713c8b64079e946a658d07daed
s2-1_032-n.MW.obj,Crush's Dungeon,,s2,32,1,,MW,LIGHTSHADE_WATER,FALSE,,,FALSE,TRUE,1,bcd683dc78f3ac918a93d5e0cb31443c
s2-1_032-n.S.obj,Crush's Dungeon,Crush's Dungeon,s2,32,1,,S,SKY,FALSE,FALSE,FALSE,FALSE,TRUE,1,edb60d0b8dfe90eb71dfaa22bd23e7de
s2-1_032-n.T.obj,Crush's Dungeon,,s2,32,1,,T,TEXTURES,FALSE,,,FALSE,TRUE,1,2e26e03b13ac0a7dc4f500eec34aa51a
s2-1_032-n.TW.obj,Crush's Dungeon,,s2,32,1,,TW,TEXTURES_WATER,FALSE,,,FALSE,TRUE,1,bbd680f437140845ea0c34b1d91f1b73
s2-1_034-n.F.obj,Autumn Plains,,s2,34,1,,F,COLORS,TRUE,,,FALSE,TRUE,1,346844acc8ef072cb7eceef3f87851fa
s2-1_034-n.L.obj,Autumn Plains,,s2,34,1,,L,LOWPOLY,TRUE,,,FALSE,TRUE,1,df01774d35d75a395c89d60f2c8790ce
s2-1_034-n.M.obj,Autumn Plains,,s2,34,1,,M,LIGHTSHADE,TRUE,,,FALSE,TRUE,1,d5f251eae7dafb5f6a50a7acd391f1ff
s2-1_034-n.MW.obj,Autumn Plains,,s2,34,1,,MW,LIGHTSHADE_WATER,TRUE,,,FALSE,TRUE,1,41f72b52b2ce3f557120eab72d974b35
s2-1_034-n.S.obj,Autumn Plains,Autumn Plains,s2,34,1,,S,SKY,TRUE,FALSE,TRUE,FALSE,TRUE,2,4baa3ce5a1a9b7e1605adc64c268afca
s2-1_034-n.T.obj,Autumn Plains,,s2,34,1,,T,TEXTURES,TRUE,,,FALSE,TRUE,1,97df68fd5c36f80a8fd30456190061ba
s2-1_034-n.TW.obj,Autumn Plains,,s2,34,1,,TW,TEXTURES_WATER,TRUE,,,FALSE,TRUE,1,ee649d368fe428568013fd3d3f5f74fc
s2-1_036-n.F.obj,Skelos Badlands,,s2,36,1,,F,COLORS,FALSE,,,FALSE,TRUE,1,e64399b0d4c5cf189ea5135746323f8e
s2-1_036-n.L.obj,Skelos Badlands,,s2,36,1,,L,LOWPOLY,FALSE,,,FALSE,TRUE,1,5ad0976f1b4ea316f6d79440bdba149f
s2-1_036-n.M.obj,Skelos Badlands,,s2,36,1,,M,LIGHTSHADE,FALSE,,,FALSE,TRUE,1,e7c60fcba9f12739e1cd893bd742b359
s2-1_036-n.MW.obj,Skelos Badlands,,s2,36,1,,MW,LIGHTSHADE_WATER,FALSE,,,FALSE,TRUE,1,e39f68aea5d3626e46add09177ff2266
s2-1_036-n.S.obj,Skelos Badlands,Skelos Badlands,s2,36,1,,S,SKY,FALSE,FALSE,FALSE,FALSE,TRUE,1,113a9f255b2abdcdaea7023d0babdc4a
s2-1_036-n.T.obj,Skelos Badlands,,s2,36,1,,T,TEXTURES,FALSE,,,FALSE,TRUE,1,66a9b02d4a265ab56fcc8476aa3c347a
s2-1_036-n.TW.obj,Skelos Badlands,,s2,36,1,,TW,TEXTURES_WATER,FALSE,,,FALSE,TRUE,1,3ed87e2c6b39386fc8ad0e11ae1104ca
s2-1_038-n.F.obj,Crystal Glacier,,s2,38,1,,F,COLORS,FALSE,,,FALSE,TRUE,1,5218079a8a3a2a74147fc07cd6b3cef2
s2-1_038-n.L.obj,Crystal Glacier,,s2,38,1,,L,LOWPOLY,FALSE,,,FALSE,TRUE,1,a4c61b66df618ded07ad7c6c9db830e8
s2-1_038-n.M.obj,Crystal Glacier,,s2,38,1,,M,LIGHTSHADE,FALSE,,,FALSE,TRUE,1,fbb60d1ae276758b2370614f3f84668b
s2-1_038-n.MW.obj,Crystal Glacier,,s2,38,1,,MW,LIGHTSHADE_WATER,FALSE,,,FALSE,TRUE,1,7d8e7988a29e83f8079439fbd3dc1606
s2-1_038-n.S.obj,Crystal Glacier,Crystal Glacier,s2,38,1,,S,SKY,FALSE,FALSE,FALSE,FALSE,TRUE,1,68bbf4faba8c9b399945de50db9bf872
s2-1_038-n.T.obj,Crystal Glacier,,s2,38,1,,T,TEXTURES,FALSE,,,FALSE,TRUE,1,d48c526281419c19003a6abe41103525
s2-1_038-n.TW.obj,Crystal Glacier,,s2,38,1,,TW,TEXTURES_WATER,FALSE,,,FALSE,TRUE,1,3eeb71cc35dfc3ca61fc22c7349995e8
s2-1_040-n.F.obj,Breeze Harbor,,s2,40,1,,F,COLORS,FALSE,,,FALSE,TRUE,1,07af70052e1c3bbde1cc106eaa505f2e
s2-1_040-n.L.obj,Breeze Harbor,,s2,40,1,,L,LOWPOLY,FALSE,,,FALSE,TRUE,1,f7018a9b4f9cf57340664e6761142db5
s2-1_040-n.M.obj,Breeze Harbor,,s2,40,1,,M,LIGHTSHADE,FALSE,,,FALSE,TRUE,1,7f6c4c5a0a2e781c8ee07e96cf100264
s2-1_040-n.MW.obj,Breeze Harbor,,s2,40,1,,MW,LIGHTSHADE_WATER,FALSE,,,FALSE,TRUE,1,4aaed810907c4858d42ad6a0fbcbd4ed
s2-1_040-n.S.obj,Breeze Harbor,Breeze Harbor,s2,40,1,,S,SKY,FALSE,FALSE,TRUE,FALSE,TRUE,1,a3cfd05dfb00d91a44456e214489d1a2
s2-1_040-n.T.obj,Breeze Harbor,,s2,40,1,,T,TEXTURES,FALSE,,,FALSE,TRUE,1,0ccbbf7d0f0a134fde16b59a25bb428e
s2-1_040-n.TW.obj,Breeze Harbor,,s2,40,1,,TW,TEXTURES_WATER,FALSE,,,FALSE,TRUE,1,19baa8fa1ee98cca947103d49aef3bdd
s2-1_042-n.F.obj,Zephyr,,s2,42,1,,F,COLORS,FALSE,,,FALSE,TRUE,1,e1b469d17a411448eb789c32e319c024
s2-1_042-n.L.obj,Zephyr,,s2,42,1,,L,LOWPOLY,FALSE,,,FALSE,TRUE,1,7db93a49ec7e4c5edfecede24be1b726
s2-1_042-n.M.obj,Zephyr,,s2,42,1,,M,LIGHTSHADE,FALSE,,,FALSE,TRUE,1,8fe7989e199709a2eb8bc3ae5becc61f
s2-1_042-n.MW.obj,Zephyr,,s2,42,1,,MW,LIGHTSHADE_WATER,FALSE,,,FALSE,TRUE,1,9e7cffe04cef8d91079d68883f05ee80
s2-1_042-n.S.obj,Zephyr,Zephyr and Robotica Farms,s2,42,1,,S,SKY,FALSE,FALSE,FALSE,FALSE,TRUE,2,9db190ac9613c80f023076a785fa08bb
s2-1_042-n.T.obj,Zephyr,,s2,42,1,,T,TEXTURES,FALSE,,,FALSE,TRUE,1,9076b76b951ea15c888314767b8b1e86
s2-1_042-n.TW.obj,Zephyr,,s2,42,1,,TW,TEXTURES_WATER,FALSE,,,FALSE,TRUE,1,0f0d7b4bec4cf41f201622b4103227e6
s2-1_044-n.F.obj,Metro Speedway,,s2,44,1,,F,COLORS,FALSE,,,FALSE,TRUE,1,cdc7d4e6c73a9eadf01db853cc2c0200
s2-1_044-n.L.obj,Metro Speedway,,s2,44,1,,L,LOWPOLY,FALSE,,,FALSE,TRUE,1,109165edf5212d3db7a61b40dc52c386
s2-1_044-n.M.obj,Metro Speedway,,s2,44,1,,M,LIGHTSHADE,FALSE,,,FALSE,TRUE,1,a02b467fe8eb2f472d9f54027671327f
s2-1_044-n.MW.obj,Metro Speedway,,s2,44,1,,MW,LIGHTSHADE_WATER,FALSE,,,FALSE,TRUE,1,1e712c2253fe869222d7d22842017d18
s2-1_044-n.S.obj,Metro Speedway,Metro Speedway,s2,44,1,,S,SKY,FALSE,FALSE,TRUE,FALSE,TRUE,1,ccc807ffc6f0cbfa9f6922bc716d22cd
s2-1_044-n.T.obj,Metro Speedway,,s2,44,1,,T,TEXTURES,FALSE,,,FALSE,TRUE,1,f909192e47b1e7d6beecb74c2e7ed8ec
s2-1_044-n.TW.obj,Metro Speedway,,s2,44,1,,TW,TEXTURES_WATER,FALSE,,,FALSE,TRUE,1,699d57e47fad8cd9d251d7903c37205a
s2-1_046-n.F.obj,Scorch,,s2,46,1,,F,COLORS,FALSE,,,FALSE,TRUE,1,3c167e118ac7cba11c105f79515c2fb5
s2-1_046-n.L.obj,Scorch,,s2,46,1,,L,LOWPOLY,FALSE,,,FALSE,TRUE,1,06e3350d4d034bee543b34cd37395fc3
s2-1_046-n.M.obj,Scorch,,s2,46,1,,M,LIGHTSHADE,FALSE,,,FALSE,TRUE,1,b217435f58076613ac56cdb49017bd54
s2-1_046-n.MW.obj,Scorch,,s2,46,1,,MW,LIGHTSHADE_WATER,FALSE,,,FALSE,TRUE,1,07a4ea392ff256ab42c95317ded8c5eb
s2-1_046-n.S.obj,Scorch,Scorch,s2,46,1,,S,SKY,FALSE,FALSE,FALSE,FALSE,TRUE,1,c293e26e4fe74caa17f17713aa7880de
s2-1_046-n.T.obj,Scorch,,s2,46,1,,T,TEXTURES,FALSE,,,FALSE,TRUE,1,703d059eb3c571274a05d3acf620c61e
s2-1_046-n.TW.obj,Scorch,,s2,46,1,,TW,TEXTURES_WATER,FALSE,,,FALSE,TRUE,1,e37ee72e0ef3199ca04da7580eb3d863
s2-1_048-n.F.obj,Shady Oasis,,s2,48,1,,F,COLORS,FALSE,,,FALSE,TRUE,1,16caae10ec3137f71bdf2709a66857cb
s2-1_048-n.L.obj,Shady Oasis,,s2,48,1,,L,LOWPOLY,FALSE,,,FALSE,TRUE,1,5570a9566b3741e6db305fb26ff755e0
s2-1_048-n.M.obj,Shady Oasis,,s2,48,1,,M,LIGHTSHADE,FALSE,,,FALSE,TRUE,1,f623c88b99289ebb2faf909c0482497b
s2-1_048-n.MW.obj,Shady Oasis,,s2,48,1,,MW,LIGHTSHADE_WATER,FALSE,,,FALSE,TRUE,1,9b8dd91976da0323b1449a74d8bd05d5
s2-1_048-n.S.obj,Shady Oasis,Shady Oasis,s2,48,1,,S,SKY,FALSE,FALSE,TRUE,FALSE,TRUE,1,94d7ef3916db15d78da14ba24047cb0c
s2-1_048-n.T.obj,Shady Oasis,,s2,48,1,,T,TEXTURES,FALSE,,,FALSE,TRUE,1,79a0637575fb72330ad0266a3caeda4c
s2-1_048-n.TW.obj,Shady Oasis,,s2,48,1,,TW,TEXTURES_WATER,FALSE,,,FALSE,TRUE,1,0c02a838e8b8b67625e09b134ca11373
s2-1_050-n.F.obj,Magma Cone,,s2,50,1,,F,COLORS,FALSE,,,FALSE,TRUE,1,fcf5340967fd54080c4bfd7077e59a76
s2-1_050-n.L.obj,Magma Cone,,s2,50,1,,L,LOWPOLY,FALSE,,,FALSE,TRUE,1,26ba9679c4e602ae456172b8aaa86b10
s2-1_050-n.M.obj,Magma Cone,,s2,50,1,,M,LIGHTSHADE,FALSE,,,FALSE,TRUE,1,a97a3c2dff11c24ab4064816c83fb46f
s2-1_050-n.MW.obj,Magma Cone,,s2,50,1,,MW,LIGHTSHADE_WATER,FALSE,,,FALSE,TRUE,1,73b61b65b6238dd7f02a9d2181a0a1b2
s2-1_050-n.S.obj,Magma Cone,Magma Cone,s2,50,1,,S,SKY,FALSE,FALSE,FALSE,FALSE,TRUE,11,8d15f2144244a69741eec05d5e269b33
s2-1_050-n.T.obj,Magma Cone,,s2,50,1,,T,TEXTURES,FALSE,,,FALSE,TRUE,1,b0d85bb6a09fd798fbeb41d00f7ba65a
s2-1_050-n.TW.obj,Magma Cone,,s2,50,1,,TW,TEXTURES_WATER,FALSE,,,FALSE,TRUE,1,b8513ab499a1c4540d3110656ec2884d
s2-1_052-n.F.obj,Fracture Hills,,s2,52,1,,F,COLORS,FALSE,,,FALSE,TRUE,1,f81c1f0570f107b1d528263719874a9e
s2-1_052-n.L.obj,Fracture Hills,,s2,52,1,,L,LOWPOLY,FALSE,,,FALSE,TRUE,1,228c9bc754ada63a85466667be60fffa
s2-1_052-n.M.obj,Fracture Hills,,s2,52,1,,M,LIGHTSHADE,FALSE,,,FALSE,TRUE,1,da4e9dc4d5a959ba9e6a96bf444e19f0
s2-1_052-n.MW.obj,Fracture Hills,,s2,52,1,,MW,LIGHTSHADE_WATER,FALSE,,,FALSE,TRUE,1,6cd153332fc01eedb000691db6cee0f5
s2-1_052-n.S.obj,Fracture Hills,Fracture Hills,s2,52,1,,S,SKY,FALSE,FALSE,FALSE,FALSE,TRUE,1,8533f75971f038ca56ac9f3c69e2d67d
s2-1_052-n.T.obj,Fracture Hills,,s2,52,1,,T,TEXTURES,FALSE,,,FALSE,TRUE,1,7afd19f661b8412faf128cb0f6f0cfce
s2-1_052-n.TW.obj,Fracture Hills,,s2,52,1,,TW,TEXTURES_WATER,FALSE,,,FALSE,TRUE,1,7b3e6a206c7590c482b075acff335081
s2-1_054-n.F.obj,Icy Speedway,,s2,54,1,,F,COLORS,FALSE,,,FALSE,TRUE,1,3d37a3863e6dfa70ff707de506671532
s2-1_054-n.L.obj,Icy Speedway,,s2,54,1,,L,LOWPOLY,FALSE,,,FALSE,TRUE,1,431dd4ec2d6016cad652d132b74de8ef
s2-1_054-n.M.obj,Icy Speedway,,s2,54,1,,M,LIGHTSHADE,FALSE,,,FALSE,TRUE,1,7d2668d9db2145e1158a56a7d5052181
s2-1_054-n.MW.obj,Icy Speedway,,s2,54,1,,MW,LIGHTSHADE_WATER,FALSE,,,FALSE,TRUE,1,cec55047702b8bbce0fb9e9296cdcdc2
s2-1_054-n.S.obj,Icy Speedway,Icy Speedway,s2,54,1,,S,SKY,FALSE,FALSE,FALSE,FALSE,TRUE,1,bf6bc3ec2e164dbed8e6f73f4ee4d98e
s2-1_054-n.T.obj,Icy Speedway,,s2,54,1,,T,TEXTURES,FALSE,,,FALSE,TRUE,1,6f1c7f1954531cc9908fa71eadd24f30
s2-1_054-n.TW.obj,Icy Speedway,,s2,54,1,,TW,TEXTURES_WATER,FALSE,,,FALSE,TRUE,1,193060f2f273d12312daf7fee0c06de2
s2-1_056-n.F.obj,Gulp's Overlook,,s2,56,1,,F,COLORS,FALSE,,,FALSE,TRUE,2,bb6352f28255e50a2d16efcdbfede97b
s2-1_056-n.L.obj,Gulp's Overlook,,s2,56,1,,L,LOWPOLY,FALSE,,,FALSE,TRUE,2,3f9eddb5a5dba1c0d54db71505ac7035
s2-1_056-n.M.obj,Gulp's Overlook,,s2,56,1,,M,LIGHTSHADE,FALSE,,,FALSE,TRUE,2,f0e0e903ff55f55d3cd50681d2383e59
s2-1_056-n.MW.obj,Gulp's Overlook,,s2,56,1,,MW,LIGHTSHADE_WATER,FALSE,,,FALSE,TRUE,2,27ce9cfb527af3079e4e249be7552619
s2-1_056-n.S.obj,Gulp's Overlook,Gulp's Overlook,s2,56,1,,S,SKY,FALSE,FALSE,TRUE,FALSE,TRUE,3,2cbb9263ed7a3130414e937569fa337b
s2-1_056-n.T.obj,Gulp's Overlook,,s2,56,1,,T,TEXTURES,FALSE,,,FALSE,TRUE,2,4ab1a6ddc4b53f5f0e64720506a69f3a
s2-1_056-n.TW.obj,Gulp's Overlook,,s2,56,1,,TW,TEXTURES_WATER,FALSE,,,FALSE,TRUE,2,a34e42a768c1dcf98792485fc83e883d
s2-1_058-n.F.obj,Winter Tundra,,s2,58,1,,F,COLORS,TRUE,,,FALSE,TRUE,1,3f30ca206f7da6558fd67ed14250eff7
s2-1_058-n.L.obj,Winter Tundra,,s2,58,1,,L,LOWPOLY,TRUE,,,FALSE,TRUE,1,eb3b133010662cd26f61672e6cba9880
s2-1_058-n.M.obj,Winter Tundra,,s2,58,1,,M,LIGHTSHADE,TRUE,,,FALSE,TRUE,1,410cc2236bf184b61ab565a313a6bce0
s2-1_058-n.MW.obj,Winter Tundra,,s2,58,1,,MW,LIGHTSHADE_WATER,TRUE,,,FALSE,TRUE,1,b332b64825853dc8f203b368b4b5243b
s2-1_058-n.S.obj,Winter Tundra,Winter Tundra,s2,58,1,,S,SKY,TRUE,FALSE,FALSE,FALSE,TRUE,7,43a3e27308a984faafc4709497371162
s2-1_058-n.T.obj,Winter Tundra,,s2,58,1,,T,TEXTURES,TRUE,,,FALSE,TRUE,1,20d796f5f3cea1b654ccc3276fdee483
s2-1_058-n.TW.obj,Winter Tundra,,s2,58,1,,TW,TEXTURES_WATER,TRUE,,,FALSE,TRUE,1,b8c11c97eb7b302965c055d60b5562db
s2-1_060-n.F.obj,Mystic Marsh,,s2,60,1,,F,COLORS,FALSE,,,FALSE,TRUE,1,6bda8e1737a658a7cfc788c0124fbab9
s2-1_060-n.L.obj,Mystic Marsh,,s2,60,1,,L,LOWPOLY,FALSE,,,FALSE,TRUE,1,b50414b8439a4935b0c9372b003ec812
s2-1_060-n.M.obj,Mystic Marsh,,s2,60,1,,M,LIGHTSHADE,FALSE,,,FALSE,TRUE,1,0c1d0e7d9cdbe37721ae3c9d01f0af11
s2-1_060-n.MW.obj,Mystic Marsh,,s2,60,1,,MW,LIGHTSHADE_WATER,FALSE,,,FALSE,TRUE,1,388ca1fcfffb50e353d6d853dfaad33c
s2-1_060-n.S.obj,Mystic Marsh,Mystic Marsh,s2,60,1,,S,SKY,FALSE,FALSE,FALSE,FALSE,TRUE,1,6d87abd2a7b2db09f6544964015530ca
s2-1_060-n.T.obj,Mystic Marsh,,s2,60,1,,T,TEXTURES,FALSE,,,FALSE,TRUE,1,89730ddd51211e31e4341bc7e85e47d4
s2-1_060-n.TW.obj,Mystic Marsh,,s2,60,1,,TW,TEXTURES_WATER,FALSE,,,FALSE,TRUE,1,2b81f69e95fe0146f0f33ffa8c718d1f
s2-1_062-n.F.obj,Cloud Temples,,s2,62,1,,F,COLORS,FALSE,,,FALSE,TRUE,1,9ec080646bb7b9a9a96fb733ac6d01bf
s2-1_062-n.L.obj,Cloud Temples,,s2,62,1,,L,LOWPOLY,FALSE,,,FALSE,TRUE,1,d4ba5f348b456a0f1ca0e114e1764da7
s2-1_062-n.M.obj,Cloud Temples,,s2,62,1,,M,LIGHTSHADE,FALSE,,,FALSE,TRUE,1,1bbb871884c1dc12c12af656a9769b53
s2-1_062-n.MW.obj,Cloud Temples,,s2,62,1,,MW,LIGHTSHADE_WATER,FALSE,,,FALSE,TRUE,1,72b5a5b55d829dd156da6c2835978f88
s2-1_062-n.S.obj,Cloud Temples,Cloud Temples,s2,62,1,,S,SKY,FALSE,FALSE,TRUE,FALSE,TRUE,2,6af0b266df62844bcdf240132d0588a6
s2-1_062-n.T.obj,Cloud Temples,,s2,62,1,,T,TEXTURES,FALSE,,,FALSE,TRUE,1,706de5825df32ea136700f8623424ef7
s2-1_062-n.TW.obj,Cloud Temples,,s2,62,1,,TW,TEXTURES_WATER,FALSE,,,FALSE,TRUE,1,6217a706b0c6b34af5ec2ec0fe21c7b9
s2-1_064-n.F.obj,Canyon Speedway,,s2,64,1,,F,COLORS,FALSE,,,FALSE,TRUE,1,945f9224f0cb4415b3cd754d2db660ce
s2-1_064-n.L.obj,Canyon Speedway,,s2,64,1,,L,LOWPOLY,FALSE,,,FALSE,TRUE,1,c46e82fb8765be0fcf921bb3aa84ccc5
s2-1_064-n.M.obj,Canyon Speedway,,s2,64,1,,M,LIGHTSHADE,FALSE,,,FALSE,TRUE,1,84163339ad6bec2dafee0d5f6254f1c7
s2-1_064-n.MW.obj,Canyon Speedway,,s2,64,1,,MW,LIGHTSHADE_WATER,FALSE,,,FALSE,TRUE,1,d3c9626dfd488ba83f60b86985440af1
s2-1_064-n.S.obj,Canyon Speedway,Canyon Speedway,s2,64,1,,S,SKY,FALSE,FALSE,TRUE,FALSE,TRUE,1,04d0cc1351d7746adb2e051412ad9d2c
s2-1_064-n.T.obj,Canyon Speedway,,s2,64,1,,T,TEXTURES,FALSE,,,FALSE,TRUE,1,0fb88382a7a728e84aac28c4629d19bf
s2-1_064-n.TW.obj,Canyon Speedway,,s2,64,1,,TW,TEXTURES_WATER,FALSE,,,FALSE,TRUE,1,2856a28da01951672f2a7ffeaaa2b20b
s2-1_066-n.F.obj,Robotica Farms,,s2,66,1,,F,COLORS,FALSE,,,FALSE,TRUE,1,1054471e3e860b62914e2348e58fab3d
s2-1_066-n.L.obj,Robotica Farms,,s2,66,1,,L,LOWPOLY,FALSE,,,FALSE,TRUE,1,2e3b8502d99c14442d3f5a37e026b814
s2-1_066-n.M.obj,Robotica Farms,,s2,66,1,,M,LIGHTSHADE,FALSE,,,FALSE,TRUE,1,edfea8e52aad5fa4c5f7a5c100bc69c2
s2-1_066-n.MW.obj,Robotica Farms,,s2,66,1,,MW,LIGHTSHADE_WATER,FALSE,,,FALSE,TRUE,1,356654b1565c20ab06ae73cb5238f6ac
s2-1_066-n.S.obj,Robotica Farms,Zephyr and Robotica Farms,s2,66,1,,S,SKY,FALSE,FALSE,FALSE,FALSE,FALSE,2,9db190ac9613c80f023076a785fa08bb
s2-1_066-n.T.obj,Robotica Farms,,s2,66,1,,T,TEXTURES,FALSE,,,FALSE,TRUE,1,496b51eefd3e1c46ba5497534c098b66
s2-1_066-n.TW.obj,Robotica Farms,,s2,66,1,,TW,TEXTURES_WATER,FALSE,,,FALSE,TRUE,1,c401ac679c61a6833f58b906f728245b
